id,style,name,alcohol_by_volume,brewery_id,description,TRUE
4957,"American-Style Amber/Red Ale","Oosik Amber Ale",5,858,"Oosik Amber Ale is a true German-style altbier, brewed with pale, Munich and crystal malts. Deep amber with copper highlights, Oosik sports a toasted and caramel malt profile, balanced by traditional noble hops. A special yeast strain ferments this ale at cooler lager temperatures, giving it a smooth malt character and a clean finish. 


Want to hangâ€”so to speakâ€”for a while? Oosik Amber Ale gives you hang time. Great flavor, big mouthfeel, satisfying finishâ€¦all in a session-worthy beer. Compare it to other ambersâ€”Oosik rules. Look for our 20-inch Oosik tap in better beer bars throughout AK. 


You can't just have a little Oosik. 


BUY the Oosik "Love is Hard" tee - men's and women's styles available.


Availability:

AK - draft (year-round)",1
4958,"Scotch Ale","Full Curl Scotch Ale",6,858,"Full Curl Scotch Ale is brewed in the traditional Wee Heavy Scotch strong ale style. (This is not to be confused with the lighter-bodied Scottish ale style.) All about malt, Full Curl pours dark brown with a tan head. Its medium body provides sustenance while its strength boosts courage. With a stiff mug of Full Curl under your belt, you may even have what it takes to don a kilt.",1
4959,"American-Style Stout","Mammoth Extra Stout",6,858,"Dark and full-bodied, Mammoth Extra Stout boasts a well-rounded melange of rich flavors, including chocolate, caramel, coffee, nut and date. Huge portions of pale and specialty malts give this mammoth brew a complex yet exceptionally smooth palate. Hops provide balance without overpowering the chewy malt profile.",1
4960,"American-Style India Pale Ale","Bengali Tiger",6.5,1149,"Sixpoint Bengali Tiger is reminiscent of the century-old English IPA. In my perspective, many current IPAs suffer from lacking substance; unbalanced by a hoppy assertiveness that is not substantiated by a strong foundation of rich malt flavors. Our interpretation uses the highest-quality, floor-malted base malt, which lends a full-bodied and rich caramel flavor. We mash at high temperatures and add generous amounts of specialty malts to further emphasize a strong foundation of malt as leverage for our generous additions of hopsâ€¦ Which are indeed generous. We use a total of three different hop strains, and add a total of six different additions throughout the process. The Bengali Tiger has a hoppy snap upfront, but strides at a steady pace, and finishes balanced. The signature characteristic of the Tiger is the aromaâ€¦ we use massive quantities of whole East Kent Goldings hops to dry hop in our conditioning tanks. The result? The essential oils from the hops are an enticing treat before every sip. Notice the lacing of stripes around the pint glass as you finish your glass; itâ€™s the mark of the Tiger.",1
4961,"American-Style Amber/Red Ale","Ridgeline Amber",5.4000000954,604,"Ridgeline Amber stands out as a stellar, complex choice in a sea of over-simplified amber beers available today. A malty, copper-hued treat from start to finish, Ridgeline begins with a distinctive, estery aroma. Followed with a complex, nutty malt flavor true to its Scottish-style heritage, Ridgeline delivers unparalleled character and dimension. A touch of hops rounds out its silky, full body, highlighting Ridgelineâ€™s subtle but engrossing character. Show your friends that you care about their taste buds by turning them on to our imminently balanced and perfectly complex Ridgeline Amber. 


Of interest to Great Divide historians â€“ Ridgeline originally debuted at the brewery as Great Divideâ€™s first beer, Arapahoe Amber. It was renamed in 2004 to better reflect the Colorado lifestyle that Great Divideâ€™s beers perfectly complement.",1
4962,Porter,"St. Bridget's Porter",5.9000000954,604,"St. Bridget, a legendary Irish saint, created a sensation by turning her bathwater into beer. What better way to celebrate her worthy miracle than with our zymurgistic tribute to her feat: St. Bridgetâ€™s Porter. St. Bridgetâ€™s is a smooth and elegant brown porter. Brimming with coffee and chocolate characteristics from dark barley malts, St. Bridgetâ€™s is carefully hopped to provide the perfect complement to its malty robustness. This beer is a â€œmust haveâ€ beer for all porter lovers.


Prepare yourself for a religious experience",1
4963,"Fruit Beer","Wild Raspberry Ale",5.5999999046,604,"What better way to surprise a beer lover than with a fruit beer that tastes like beer? Nine years ago, we began our quest to provide beer lovers with a worthy fruit beer, by rolling out Wild Raspberry Ale. Our mantra is that real fruit makes real beer, so we ferment Wild Raspberry Ale with hundreds of pounds of real red and black raspberries. We steadfastly refuse to fall prey to extracts and cheap syrups. Sure, squirting syrup into a keg of beer and rolling it around on the floor is easy, but the taste is...  fake! Over the past nine years, we have stayed true to our commitment to real fruit, no matter what the time, expense, or late season frosts have thrown our way. One year, Mother Nature delivered a late cold snap that was so severe, we had to pre-order 85% of the harvestable U.S. black raspberry crop, just to meet the demand for Wild Raspberry Ale.


Our efforts do not go unrewarded â€“ Wild Raspberry Ale is a truly effervescent, ruby red ale that achieves the almost impossible balance between malted barley and tart raspberry fruitiness. Its naturally tart character makes Wild Raspberry the ultimate accompaniment to spicy Mexican food or on its own as a stand-alone session beer.",1
4964,"Belgian-Style Pale Strong Ale",Hades,7.3000001907,604,"Hades is a Belgian-style strong golden ale brewed with a rare Belgian yeast strain that gives the beer a distinctive spicy flavor and aroma. Noticeable hops and medium malt character make it an extremely well-balanced, crisp ale.",1
4965,"Other Belgian-Style Ales","Le Freak Belgian Style IPA",9,609,"Extreme ale converging San Diego-style imperial pale ale and Belgian-style trippel.",1
4966,"Other Belgian-Style Ales","Tilburg's Dutch Brown Ale",5,110,,1
4968,"French & Belgian-Style Saison","Saison De Brooklyn",6.8000001907,259,"The second beer of the Brewmaster's reserve line, Saison de Brooklyn is brewed in the style produced by old farmhouse breweries in Belgium and France. Well-hopped and fermented to a crisp dryness, Saisons were brewed in the spring to sustain farmers through the summer. Saison de Brooklyn is boldly hoppy, dry and flinty, with a bright spicy, citric aroma and pillowy white head. This beer has remarkable versatility with food, complementing spicy dishes particularly well.",1
4969,"Other Belgian-Style Ales","Stone Cali-Belgique",6.9000000954,1204,,1
4970,"Classic English-Style Pale Ale","Yards Brawler",4.3000001907,1383,"Boasting superior taste and champion flavor, the Brawler is crafted in the style of English session ales. This malt-forward, ruby colored ale is great for when you want to go a few rounds.",1
4971,"American-Style Pale Ale","Yards Philadelphia Pale Ale",4.5999999046,1383,"Not to be boastful, but we honestly believe that all other ales pale in comparison to this one. Brewed with pilsner malt, Philadelphia Pale Ale is crisp and hoppy, bursting with citrus flavors and aromas.


Philadelphia Pale Ale was named one of the best Pale Ales in the country by the New York Times.",1
4972,"American-Style Amber/Red Ale","Yards Extra Special Ale",6,1383,"Crafted from the finest ingredients and originally intended for the cask-ale connoisseur, Extra Special Ale is a robust and hearty amber ale with a malt body and aromatic hop finish.",1
4973,"American-Style India Pale Ale","Yards India Pale Ale",7,1383,"IPAs were originally brewed to survive the epic sea voyages from England to India. Ours is no different. Hailing from a firm malt background and loaded through and through with hops, this beer will surely survive the journey from your fridge to your couch.",1
4974,"American-Style Stout","Yards Love Stout",4.5,1383,"Straight from the heart of the City of Brotherly Love comes a dark and chocolatey seductive little stout dominated by roasted malt flavor. This is one Philly favorite that won't break your heart and will always love you back.",1
4975,"American-Style India Pale Ale","Ranger India Pale Ale",6.5,905,"Ever met a New Belgium Beer Ranger? They are our beloved folks out in the field. Spanning all 26 of our states from the Pacific to the Atlantic, our Beer Rangers do their best to protect, to pour and to partake. And explore many a beer from many a brewery, they do. The fellows up in the Northwest kept calling for â€œmore hops!â€ Soon it became a common theme across the land. Rangers, fans and craft lovers everywhere were searching for hoppier beers. 


So, here it finally is â€“ New Belgiumâ€™s foray into the true American India Pale Ales. Bring out the hops! This clear amber beauty bursts at the starting gate with an abundance of hops: Cascade (citrus), Chinook (floral/citrus), and Simcoe (fruity) lead off the beer, with Cascade added again for an intense dry hop flavor. Brewed with pale and dark caramel malts that harmonize the hop flavor from start to finish, Ranger is a sessionable splendor for all you hopinistas. Thank your Beer Ranger!",1
4976,"Herb and Spice Beer","Poor Richard's Tavern Spruce Ale",5,1383,"Brewed to celebrate Ben's 300th birthday.


Whether Ben Franklin ever said, "Beer is living proof that God loves us and wants us to be happy" is up for debate. Some say he said it, others say he didn't. No one knows for sure. 


Historical facts or fictions aside, Yards Brewing Company has recreated Poor Richard's Tavern Spruce Aleâ„¢ to celebrate Franklin's affinity for fine ales. Poor Richard's Tavern Spruce Ale is based on Franklin's original recipe, which called for spruce essence and molasses, as barley and hops were not readily available at the time.


Enjoy a taste of history courtesy of Yards Brewing Company, Philadelphia's premier brewer and bottler.",1
4978,"Fruit Beer","UFO Raspberry Hefeweizen",4.8000001907,634,"We have added natural raspberry flavor to our UFO Hefeweizen to create this beer.  Consistent with the hefeweizen style, this beer is unfiltered and cloudy with a solid foamy head.  UFO Raspberry has a distinctive, hazy rose color.  The scent of fresh raspberries hits the nose immediately, along with a subtle bready aroma from the wheat and yeast.  The body is light and the unfiltered yeast provides a soft mouthfeel.  The taste of the fruit compliments the beer nicely, neither overwhelms the other.  There is a faint sweetness on the palate, which finishes cleanly in a semi-dry, tart finish.",1
4979,"American-Style Brown Ale","Harpoon Brown Session Ale",4.3000001907,634,"Harpoon Brown is brewed to accentuate the sweeter, rounder notes derived from six different malts, including a de-husked chocolate malt that adds a hint of chocolate. The blend of these malts produces a beer that is complex and delicious without being heavy. This drinkable beer is perfect as a session beer or paired with foods.


This is the first year-round Harpoon beer the brewery has released in almost a decade.  While the craft beer industry has seen a growing trend in "extreme" beers, the brewers of Harpoon wanted to create something they could sit down and enjoy over an extended period of time - a session beer.  At 4.3% alcohol by volume, the Harpoon Brown Ale has the lowest alcohol content of all Harpoon beers.


Harpoon Brown Ale will be available in bottles and on draft beginning in March 2007.  An evening of celebrations to toast the beer's release will be held at locations throughout New England on Thursday, March 8th, including tastings at Harpoon's breweries in Boston, MA and Windsor, VT",1
4980,"German-Style Heller Bock/Maibock","Glissade Golden Bock",6.4000000954,1142,"As winter begins its slide toward the sunny days of spring, we bring you Glissade Golden Bock to help you enjoy the ride. Glissade is a remarkably mellow take on the traditional spring bock. With restrained sweetness, we emphasize subtle malt flavor, balanced against delicate aromas of spicy and floral European hops. This complex balance helps Glissade slide across the palateâ€”bracing us against the last cold nights of winter, while its bright golden color turns our thoughts toward spring.",1
4981,"American-Style Brown Ale","Harpoon Munich Dark",5.5,634,"Harpoon Munich Dark is a blend of dark malts that creates a deeper hue than some other beers brewed in this style. The grains which create a malty chocolate-like flavor also add a warm malty nose that mingles with the subtle hop aroma. This medium bodied beer is balanced quite well with a moderately bitter hop finish.",1
4982,"German-Style Pilsener","Shouboushi Ginger Pilsner",5.0999999046,976,,1
4984,"American-Style India Pale Ale","Halligan IPA",5.0999999046,976,,1
4987,"Scotch Ale","Bagpiper's Scottish Ale",9,976,,1
4988,"American-Style Amber/Red Ale","Engine 5",5,976,,1
4989,"American-Style Imperial Stout",Pozharnik,8.1000003815,976,,1
4991,"German-Style Schwarzbier","Feuerwehrmann Schwarzbier",5,976,,1
4992,"American-Style India Pale Ale","High Tide IPA",6.5,1009,"ach and every fall, we experience a coastal experience in San Diego known as the "Super High Tide." This happens later in the Fall Season when the tidal swings reach a range of about 8 feet in difference between low and high tides. When this happens, there are days when the tide just gets too high and flattens out the surf. The lineups shut down and surfers are left to wait until the High Tide recedes.


While waiting for the tides to shift in your favor, might we suggest a High Tide IPA? Brewed only once each year to coincide with the Hop Harvest in Yakima Washington, High Tide IPA is made with 180 lbs of Fresh Hops per batch that are plucked from the vines and sent straight to our brewery. We skip the whole drying and processing stage which means the hops are ultra fresh and full of flavors we can't normally get. Like grapes, Hops are only harvested one time each year and as such, we make what we can when we get them.",1
4994,"German-Style Doppelbock","Double Dead Guy Ale",9,1072,,1
4995,"Light American Wheat Ale or Lager","Abita Purple Haze",4.75,10,"Purple Haze is a crisp, American style wheat beer with raspberry puree added after filtration. Therefore, you may see raspberry pulp in the beer. The raspberries provide the lager with a subtle purple coloration and haze, a fruity aroma, and a tartly sweet taste.",1
4996,"Pumpkin Beer","Punkin Ale",7,459,"A full-bodied brown ale with smooth hints of pumpkin and brown sugar. Perfect to warm-up with, as the season cools.",1
4997,"American-Style India Pale Ale","Torpedo Extra IPA",7.1999998093,1142,"Sierra Nevada Torpedo Ale is a big American IPA; bold, assertive and full of flavor and aromas highlighting the complex citrus, pine and herbal character of whole-cone American hops.


Named after the torpedo-shaped hopback employed in its making, is an IPA made with Chinook, Cascade and Centennial hops.",1
4998,"Belgian-Style White","Foggy Goggle Belgian White",5.3000001907,520,"FiftyFifty's "Wit" beer, Foggy Goggle is a Belgian Style Wheat Beer, cousin of the German Hefeweizen. An unfiltered beer, Foggy Goggle is brewed true to style, using a yeast strain that originated in Belgium, with just a hint of orange peel, lemon peel, and chamomile. The appearance is an opaque yellow with a wonderfully fluffy head. The predominant aroma is citrus with a hint of coriander, and a unique spicy note. With citrus playing a big part of the flavor, Foggy Goggle is a very refreshing choice.",1
4999,"American-Style Imperial Stout","Sierra Nevada Imperial Stout",10.5,1142,,1
5001,"Pumpkin Beer","Jack's Pumpkin Spice Ale",5.5,44,"Our fall seasonal is a subtle, well-balanced ale, copper in color, offering rich, full flavors and aromas of pumpkin and spices.",1
5002,"Light American Wheat Ale or Lager","Sun Dog Amber Wheat",5.3000001907,44,"Sun Dog is an unfiltered beer, with a naturally cloudy appearance and fuller texture which allows it to stand up to spicy foods like Thai noodle salads and Cuban sandwiches.  The beer is best served in a tall, wide-mouthed glass which opens up the aromas of the beer and showcases its beautiful long-lasting head of white foam.",1
5003,"American-Style Imperial Stout","Oat Imperial Oatmeal Stout",12.5,1173,"It is beer #2 in our "Blackwater Series" of original Imperial Stouts. The first in the Series was "Is", a dark and bitter Russian Imperial Stout. "Oat" is the follow up; an Oatmeal Stout with major alcohol volume and tons of body to back it up. The cloying character of the oats in this brew lends itself to a chewy and almost oily mouthfeel. ABV. is off the charts at about 12.5%. Note, that this is an all malt beer fermented with our house ale strain of yeast. Judicious hopping with Columbus and Chinook produce a hoppy aroma that mingles nicely with the chocolate and de-bittered black barley from Belgium.",1
5005,"German-Style Brown Ale/Altbier","Headless Man Amber Alt",5,1301,"The ancient peoples that inhabited Wisconsin are known for building numerous celestial stone monuments and earthen effigy mounds to serve as symbols of their culture and their beliefs.  Unfortunately, most of these structures have fallen victim to the farmer's plow over the past 150 years.  Not far from the brewery, lying preserved on the floor of Rock Lake, are two effigy mounds - a Headless Man and a Turtle.  Legend tells us, as the Turtle can survive on both land and in water, its spirit helped guide the Headless Man into the afterlife.  May the Turtle's spirit guide you to happiness with a Headless Man Amber Alt.


The Headless Man is brewed in the "old way" of a DÃ¼sseldorf-style Altbier.  A unique cold lagering process gives this amber ale its smooth taste.",1
5006,"American-Style Brown Ale","Rocky's Revenge",6,1301,"Deep in the darkest depths of Rock Lake prowls a great saurian known today as Rocky.  The legend of Rocky is old.  The ancient inhabitants of Aztalan warned of the beast by building a giant serpent mound at the lakeâ€™s edge.  The early residents of Lake Mills were forewarned of a guardian placed in the lake to protect its sacred stone tepees.  And history tells of numerous encounters with Rocky, who became a source of great worry and fear.  Although not seen for over a century, divers still experience a feeling of dread and being watched.  Enjoy Rockyâ€™s Revenge, our offering to this legendary protector of Tyranena.


Rockyâ€™s Revenge is an American brown ale with a portion aged in bourbon barrels.  Each bourbon barrel will contribute its own unique character to this rich, satisfying ale.",1
5007,"South German-Style Hefeweizen","Fargo Brothers Hefeweizen",5.25,1301,"The Fargo brothers arrived in Lake Mills in 1845, armed with a strong collective will and a pioneering spirit. The Fargo family became leaders in commerce, industry, agriculture, civics and religion. Through the years, these hard working men and their families shaped the character and very essence of our beautiful hometown. Their legacy endures in the buildings and businesses they built and the civility they brought to this city. In this same pioneering spirit, we brew our Fargo Brothers Hefeweizen to honor this "first family" of Lake Mills.


Fargo Brothers Hefeweizen is brewed in the tradition of a Bavarian-style weiÃŸbier with a clove-like flavor and aroma with banana undertones and no bitterness.  The unfiltered yeast makes this beer cloudy.",1
5008,"German-Style Oktoberfest","Gemuetlichkeit Oktoberfest",5.5,1301,"Gemuetlichkeit translates from German as "the fondness of feasting, drinking and merry company."  This is true of most everyone in Wisconsin, especially those of us at the brewery.   Each September in the nearby city of Jefferson, Wisconsin, thousand turn out for Gemuetlichkeit Days, a celebration of the area's German heritage.  We invite you to celebrate the spirit of Gemuetlichkeit with us.  Don your lederhÃ¶sen, kick up your heels with a polka and raise a stein of our Gemuetlichkeit Oktoberfest with a friend.  Ein Prosit!


Gemuetlichkeit Oktoberfest is a rich, amber lager with a malty aroma and balanced hop bitterness.  This seasonal style is served at German Oktoberfests in liter steins.",1
5010,"Other Belgian-Style Ales","Saturn - Belgian-style Fresh Hop IPA",8,858,"In tribute to its namesake god of agriculture, SATURN celebrates a bountiful Pacific Northwest hop harvest. Ample malt sets the stage for this end-of-season party. Fresh Cascade and Centennial hops from Yakima Valley mingle with Belgian yeasts to impart abundant spice and earthiness.",1
5011,"American-Style Amber/Red Ale","Hop Hed Red Ale",6,609,"Resinous hop character and bitterness balance the rich carmel malt base. We took it a step further and Amarillo dry-hopped the brew to 45 ibu's, creating refreshing and savory hop flavors and aromas. Is it red IPA? That's your call.",1
5012,"American-Style India Pale Ale","Nectar IPA",6.8000001907,686,,1
5013,"Belgian-Style Tripel","Ugly American",7.8000001907,476,"THE UGLY AMERICAN is a perfectly enjoyable classic Belgian Trippel corrupted almost beyond recognition with a completely inappropriate amount of US hops. Only in America can such excessive excesses be fully appreciated, celebrated, and enjoyed...and for now, only at East End Brewing! To make this one a little more cellar-able, and a lot more portable, it's going into the bottle.",1
5014,"Belgian-Style White","East End Witte",4.5,476,"A "Belgian White" wheat beer, gently spiced with (new!) coriander and bitter orange peel. Light bodied with hints of orange and lemon. A great beer for hot weather or for those looking for something lighter all year round.",1
5015,"American-Style India Pale Ale","Big Hop IPA",5.8000001907,476,,1
5022,"American-Style India Pale Ale","Wet Hop Requiem IPA",5.1999998093,314,"This beauty is a complete work of art! Bryan and I picked 22 lbs of fresh Cascade hops from 3 gigantic hop vines Bryan has at his house. Hops produce an overabundance of hop cones and we were there for the picking. Even after 22 lbs, we hardly put a dent in the yield! So...here we are 3 weeks later, the beer is on tap and it is the freshest...hoppiest...flavorful beer you can imagine! Needless to say, we are proud of this beauty from the ground, up! We wanted a full-flavored IPA, so Bryan suggested we use our Requiem IPA recipe, and calculate for fresh, whole hop cones. Worked beautifully!! We ended up with an IPA with so much up-front flavor you would think you are enjoying a high octane Imperial! Instead, this is a middle-of-the-road IPA, at 5.2% abv!! This just goes to show how a hugely flavorful IPA can be loaded-up with fresh ingredients and come out the other end, a tasty LOW octane, treat! Bryan and I hope you get to stop in soon to try this one out! We decorated Bube's with some of the actual hop vines we pulled from. For the true hophead, you will be in heaven. And for the all-around beer enthusiasts, we hope you can appreciate the creativity in this beer. I know I'm proud to say I had a hand in this one!!",1
5024,"American-Style Lager","Blonde Lager",4.5,1038,"It's our very first beer - golden medium-bodied and brewed as a traditional Munich Helles style pale lager. It features a rounded maltiness without being too heavy. And like every proud Texan, it has a good head, is pleaseant but never overly sweet.",1
5025,"American-Style Amber/Red Ale","Rahr's Red",4.5,1038,"Rahr's Red is a delicious, medium-bodied red lager. Notes of caramel with a sound malt character. Not too hoppy, very smooth.",1
5026,"American-Style Amber/Red Ale","Buffalo Butt",4.5,1038,"Rahr's Buffalo Butt is a smooth, medium-bodied amber lager. Notes of caramel with a sound malt character. Nice hop finish, it's as smooth as a baby buffalo's...!",1
5027,"German-Style Schwarzbier","Ugly Pug",4.5,1038,"Ugly Pug is a schwarzbier, or black lager. But the real story is its name. Fritz saw his mother-in-lawâ€™s pug, Oscar, lounging in a chair and he (Fritz) shouted, â€œWhat an ugly pug!â€ Everyone laughed. Yourâ€™re right â€“ they were drinking a test batch that night.",1
5028,"American-Style India Pale Ale","Stormcould IPA",6,1038,"During a fierce storm on his voyage across the ocean, William Rahr could be heard yelling from the tall masted ship: "Roll on old sea! And when you are done, when the storm clouds have destroyed themselves, we will still be standing and drinking!" Today, we have created the ultimate ale for a voyage such as this: A German-Style IPA - a traditional India Pale Ale with German Influence.",1
5030,"German-Style Heller Bock/Maibock","Rahr's Bucking Bock",8,1038,"Bucking Bock - it's a traditional German Spring Bock Beer - golden in color and mildly hopped...... Kick'n in at 8% alcohol - it has a smooth malty character that will surely thaw you out after a long cold winter. Spring is here and so is Rahr's Bucking Bock!",1
5031,"South German-Style Hefeweizen","Rahr's Summertime Wheat",5.5,1038,"There is nothing more refreshing than a cold SUMMERTIME WHEAT at the end of a hot Texas day. This refreshing, lightly hopped ale has unique banana and clove-like characteristics. It is unfiltered so the yeast character comes through with a light but full body.",1
5032,"German-Style Oktoberfest","Rahr's Oktoberfest",5.5,1038,""O'zapft is!" The cry of happy beer drinkers at the start of the Munich Oktoberfest, which in German means "The keg is tapped!" Rahr's Oktoberfest Celebration Lager is a traditional Marssen style Oktobefest lager - dark amber in color, super smooth, medium body with a sweet malty finish. True to tradition, this is a classic Oktoberfest Lager.",1
5033,"Winter Warmer","Rahr's Winter Warmer",9,1038,"Warm up the long, cold nights of winter with Rahr's latest seasonal offering. Wonderfully robust, rich and full-bodied, Rahr's Winter Warmer is crated in the fine British tradition of holiday ales. Perfect for either holiday gatherings or quiet evenings at home.",1
5034,"Winter Warmer","Bourbon Barrel Aged Winter Warmer",9.5,1038,"This is a special edition of Rahr's Winter Warmer. This fine English ale has been aged in freshly emptied Kentucky oak whisky barrels. The barrel aging has given this already big ale a beautiful whiskey nose along with notes of vanilla and oak. A perfect ale for sipping around a winter fire.",1
5036,"French & Belgian-Style Saison","Avant Garde",7,1251,"From the French word â€œGardeâ€ meaning something worth keeping, this Biere de Garde styled Farmhouse Ale is a most delicious companion to a loaf of freshly baked bread from the oven. Grab a seat on the porch, some soft cheese and a tree ripened apple from your grandmotherâ€™s old orchard. Relax and watch the evening arrive as the afternoon sun is consumed by the illuminating moon over the gardens. We brewed Avant Garde for you, our friends and families. Hereâ€™s to things worth guarding over.",1
5037,"Other Belgian-Style Ales","Lost and Found Abbey Ale",7.5,1251,"Lost and Found- Modeled after the great Trappist and Monastic beers that inspired the founding of our brewery. A richly deep garnet colored ale created from a blend of Domestic and imported malts. As part of our commitment to interesting brewing endeavors, Chef Vince created a special raisin puree for this beer. Malts, raisins and a fantastic yeast strain working in harmony produce a beer of amazing complexity and depth. Available in 750ml bottles and on draft at select inspired locations.",1
5038,"French & Belgian-Style Saison","Red Barn Ale",6.6999998093,1251,"This Farmhouse Ale traces its roots to the small rustic breweries of Southern Belgium. The word Saison comes to us from the French language and it means Season. Lightly spiced with Organic Ginger, Orange Peels, Black Pepper and Grains of Paradise, this brew promises to quench your thirst on the hottest Southern California days or wherever your travels may take you. Available in 750 ml bottles and on draft at select inspired locations.",1
5039,"Belgian-Style Quadrupel","Judgement Day",10.5,1251,"A massive beer in every sense of the word. A stronger and more contemplative version of our Lost and Found Ale. Judgment Day is the base beer for our Cuvee de Tomme. Many of the Trappist Breweries produce a version of beer which ages incredibly well for many years to come. And, since none of us knows when the end of the world is coming, we suggest you stock up with lots of Lost Abbey beers so that when the end of the world magically appears from no where, youâ€™ll have a beer or two on hand for even the stingiest of angels. Available in 750ml bottles and on draft at select inspired locations.",1
5040,"Belgian-Style Pale Ale",Devotion,6.25,1251,"Itâ€™s an unassuming road leading to the priory. Here, off the corner of two intersecting roads, dedicated monks have been making beer for over 150 years. Itâ€™s always been a simple life â€“ the kind that requires they brew only enough to sustain the activities of their monastery. In the silence of passing seasons, they pray, they brew and retire in solitary existence behind the sheltering walls. They live a most interesting life. Most likely one we couldnâ€™t sustain.


Nearby, each summer, the trellised fields spring to life as rows of resinous green cones are trained toward the heavens. Rumor is some monks love these hops and being surrounded by budding yellow aromas and the leafy pungent fields inspired them. Since we arenâ€™t sensible enough to locate our brewery near hop fields, we can only offer this blond ale in celebration of our Abbey brethren and their steadfast Devotion.",1
5041,"American-Style Imperial Stout","Serpents Stout",10.5,1251,"The history of the bible and religion is indeed the struggle of good vs. evil. Our Serpentâ€™s Stout recognizes the evil of the dark side that we all struggle with. This is a massively thick and opaque beer that begs the saints to join the sinners in their path to a black existence. 10.5% ABV and available in 750 ml bottles and on draft at select locations.",1
5042,"American-Style Lager",Oktoberfest,5.5,259,"Please enjoy Brooklyn Oktoberfest, a rich, malty version of the beer brewed for the fall festival which originated in Germany with the betrothal of the Crown Prince of Bavaria in 1810. Brooklyn Oktoberfest is in the marzen style, an amber lager beer brewed in March and stored cold through the summer for sale in autumn.",1
5043,"Other Belgian-Style Ales","Daas Organic Blond",6.5,424,"Daas Blond is the authentic Belgian strong golden beer, its honey spice aroma and perfect balance of bitter sweet flavours are followed by a classic dry hop finish.  A perfect aperitif beer.


Daas Beer is the only Belgian beer brewed in Belgium to carry both the  UK Soil Assoc organic certification and the Belgian Certsys certification whist still upholding its Belgian tradition of brewing excellence using the finest organic ingredients.",1
5044,"Belgian-Style White","Daas Organic Witte",5,424,"The Daas Organic Witte is very well received by women beer drinkers; it is a naturally cloudy Belgian wheat beer. Its fruity blend of subtle citrus (baked oranges) and spice (coriander) flavors compliment its crispy dry and bitter hop finish.",1
5048,"Belgian-Style Pale Strong Ale","Local 1",9,259,"In Williamsburg, Brooklyn, we forge barley malt and hops from Germany, aromatic raw sugar from Mauritius and yeast from Belgium into our latest beer, Brooklyn Local 1.


Behind the full golden color you'll find an alluring aroma, a dynamic complex of flavors, Belgian flair, Brooklyn fortitude and a dusting of our special yeast. To create this beer, we use the old technique of 100% bottle re-fermentation, a practice now rare even in Europe. It gives this beer a palate of unusual depth. Enjoy it locally or globally, as an aperitif or with your favorite dishes. It is particularly nice with spicy seafood and with fine cheeses.",1
5050,"Belgian-Style White","NÃ¸gne Ã˜ Wit",4.5,923,"This Belgian Ale is what you could call a wit with an attitude.  We are generous with all our ingredients - including both orange peel and coriander.  This does not stop this ale from being a good companion with seafood dishes.",1
5051,"Ordinary Bitter","NÃ¸gne Ã˜ Bitter",4.5,923,"A light session ale, with an assertive hop aroma of E K Golding.  Great beer to pair with lots of different food - a good allround.",1
5052,"Oatmeal Stout","Havre Stout",4.5,923,"We usually do not make compromises, but this is probably the exception.  Norwegians are dead scared of dark beers.  This is an attempt to show that there are gentle dark ales.  As such Havre Stout is smooth and drinkable.",1
5053,"French & Belgian-Style Saison","NÃ¸gne Ã˜ Saison",6.5,923,"One of our most refreshing brews, made for those hot summer days, but satisfying year 'round. Recommended serving temperature 8Â°C/45Â°F. Goes well with seafood, particularly oysters.",1
5054,"American-Style Amber/Red Ale","NÃ¸gne Ã˜ Amber Ale",6,923,"A rather malty brew, which we think goes very well with cheeses - even well matured blue cheeses. You can also try our Amber paired with a grilled dish. Recommended serving temperature 10Â°C/50Â°F.",1
5055,"American-Style Brown Ale","NÃ¸gne Ã˜ Imperial Brown Ale",7.5,923,"There is a long story to this malty ale.  It was first brewed in the spring 2006 in NÃ¸rrebro Bryghus in Copenhagen, Denmark, as a joint brew between NÃ¸gne Ã˜ and NÃ¸rrebro.  NÃ¸rrebro calls their version â€œDouble Knot Brownâ€.  It is the perfect thing to drink with almost any cheese.",1
5056,"American-Style India Pale Ale","NÃ¸gne Ã˜ India Pale Ale",6.5,923,"A rich, malty, and very bitter ale. Cascade hops provide a long, fruity, and spicy after-taste.  Recommended serving temperature 10Â°C/50Â°F.  Ideal with barbequed or smoked meat dishes.",1
5057,"American-Style Barley Wine Ale","NÃ¸gne Ã˜ #100",10,923,"Our 100th batch, brewed for the enjoyment of the brewers, but popular demand forced us to release it commercially.  This malty, yet light bodied ale has a massive hop bitterness.  Most enjoyable in a comfortable chair in front of a roaring fire.",1
5059,"American-Style India Pale Ale","Slab Cabin IPA",5,960,"A classic American IPA with lots of floral punch and assertive hop presence. Hopped with Nugget, Palisade and Amarillo colored to a reddish hue thanks to Munich and Aromatic malts",1
5060,"German-Style Oktoberfest","Warsteiner Premium Oktoberfest",5.9000000954,1337,,1
5061,"American-Style Lager","Shiner Bohemian Black Lager",4.9000000954,1179,,1
5062,"American-Style Imperial Stout","Jolly Roger Imperial Stout",9,960,,1
